,tl,tm,tr,ml,mm,mr,bl,bm,br,result
4068,o,x,-,x,-,-,-,o,-,owin
4069,o,x,-,x,-,-,-,o,o,owin
4070,o,x,-,x,-,-,o,x,o,owin
4071,o,x,-,x,-,-,o,-,-,owin
4072,o,x,-,x,-,-,o,-,o,owin
4073,o,x,-,x,-,-,o,o,x,draw
4074,o,x,-,x,-,-,o,o,-,draw
4075,o,x,-,x,-,o,x,-,o,owin
4076,o,x,-,x,-,o,x,o,-,owin
4077,o,x,-,x,-,o,x,o,o,owin
4078,o,x,-,x,-,o,-,x,o,owin
4079,o,x,-,x,-,o,-,-,-,owin
4080,o,x,-,x,-,o,-,-,o,owin
4081,o,x,-,x,-,o,-,o,x,draw
4082,o,x,-,x,-,o,-,o,-,draw
4083,o,x,-,x,-,o,o,x,-,owin
4084,o,x,-,x,-,o,o,x,o,xwin
4085,o,x,-,x,-,o,o,-,x,draw
4086,o,x,-,x,-,o,o,-,-,draw
4087,o,x,-,x,-,o,o,o,x,draw
4088,o,x,-,x,o,x,x,o,o,owin
4089,o,x,-,x,o,x,-,-,o,owin
4090,o,x,-,x,o,x,-,o,-,owin
4091,o,x,-,x,o,x,-,o,o,owin
4092,o,x,-,x,o,x,o,x,o,owin
4093,o,x,-,x,o,x,o,-,-,owin
4094,o,x,-,x,o,x,o,-,o,owin
4095,o,x,-,x,o,x,o,o,x,owin
4096,o,x,-,x,o,x,o,o,-,owin
4097,o,x,-,x,o,-,x,-,o,owin
4098,o,x,-,x,o,-,x,o,-,owin
4099,o,x,-,x,o,-,x,o,o,owin
4100,o,x,-,x,o,-,-,x,o,owin
4101,o,x,-,x,o,-,-,-,-,owin
4102,o,x,-,x,o,-,-,-,o,owin
4103,o,x,-,x,o,-,-,o,x,draw
4104,o,x,-,x,o,-,-,o,-,draw
4105,o,x,-,x,o,-,o,x,-,owin
4106,o,x,-,x,o,-,o,x,o,owin
4107,o,x,-,x,o,-,o,-,x,owin
4108,o,x,-,x,o,-,o,-,-,owin
4109,o,x,-,x,o,-,o,o,x,draw
4110,o,x,-,x,o,o,x,x,o,owin
4111,o,x,-,x,o,o,x,-,-,owin
4112,o,x,-,x,o,o,x,-,o,owin
4113,o,x,-,x,o,o,x,o,x,draw
4114,o,x,-,x,o,o,x,o,-,draw
4115,o,x,-,x,o,o,-,x,-,owin
4116,o,x,-,x,o,o,-,x,o,owin
4117,o,x,-,x,o,o,-,-,x,draw
4118,o,x,-,x,o,o,-,-,-,draw
4119,o,x,-,x,o,o,-,o,x,draw
4120,o,x,-,x,o,o,o,x,x,owin
4121,o,x,-,x,o,o,o,x,-,owin
4122,o,x,-,x,o,o,o,-,x,draw
4123,o,x,-,-,x,x,-,o,o,owin
4124,o,x,-,-,x,x,o,-,o,owin
4125,o,x,-,-,x,x,o,o,-,owin
4126,o,x,-,-,x,x,o,o,o,owin
4127,o,x,-,-,x,-,x,o,o,draw
4128,o,x,-,-,x,-,-,-,o,draw
4129,o,x,-,-,x,-,-,o,-,owin
4130,o,x,-,-,x,-,-,o,o,draw
4131,o,x,-,-,x,-,o,x,o,xwin
4132,o,x,-,-,x,-,o,-,-,owin
4133,o,x,-,-,x,-,o,-,o,xwin
4134,o,x,-,-,x,-,o,o,x,owin
4135,o,x,-,-,x,-,o,o,-,owin
4136,o,x,-,-,x,o,x,-,o,owin
4137,o,x,-,-,x,o,x,o,-,draw
4138,o,x,-,-,x,o,x,o,o,xwin
4139,o,x,-,-,x,o,-,x,o,xwin
4140,o,x,-,-,x,o,-,-,-,draw
4141,o,x,-,-,x,o,-,-,o,xwin
4142,o,x,-,-,x,o,-,o,x,draw
4143,o,x,-,-,x,o,-,o,-,draw
4144,o,x,-,-,x,o,o,x,-,xwin
4145,o,x,-,-,x,o,o,x,o,xwin
4146,o,x,-,-,x,o,o,-,x,owin
4147,o,x,-,-,x,o,o,-,-,xwin
4148,o,x,-,-,x,o,o,o,x,draw
4149,o,x,-,-,-,x,x,o,o,owin
4150,o,x,-,-,-,x,-,-,o,owin
4151,o,x,-,-,-,x,-,o,-,owin
4152,o,x,-,-,-,x,-,o,o,owin
4153,o,x,-,-,-,x,o,x,o,owin
4154,o,x,-,-,-,x,o,-,-,owin
4155,o,x,-,-,-,x,o,-,o,owin
4156,o,x,-,-,-,x,o,o,x,owin
4157,o,x,-,-,-,x,o,o,-,owin
4158,o,x,-,-,-,-,x,-,o,owin
4159,o,x,-,-,-,-,x,o,-,draw
4160,o,x,-,-,-,-,x,o,o,draw
4161,o,x,-,-,-,-,-,x,o,owin
4162,o,x,-,-,-,-,-,-,-,owin
4163,o,x,-,-,-,-,-,-,o,draw
4164,o,x,-,-,-,-,-,o,x,draw
4165,o,x,-,-,-,-,-,o,-,draw
4166,o,x,-,-,-,-,o,x,-,owin
4167,o,x,-,-,-,-,o,x,o,xwin
4168,o,x,-,-,-,-,o,-,x,owin
4169,o,x,-,-,-,-,o,-,-,owin
4170,o,x,-,-,-,-,o,o,x,draw
4171,o,x,-,-,-,o,x,x,o,owin
4172,o,x,-,-,-,o,x,-,-,owin
4173,o,x,-,-,-,o,x,-,o,owin
4174,o,x,-,-,-,o,x,o,x,draw
4175,o,x,-,-,-,o,x,o,-,draw
4176,o,x,-,-,-,o,-,x,-,owin
4177,o,x,-,-,-,o,-,x,o,xwin
4178,o,x,-,-,-,o,-,-,x,owin
4179,o,x,-,-,-,o,-,-,-,draw
4180,o,x,-,-,-,o,-,o,x,draw
4181,o,x,-,-,-,o,o,x,x,owin
4182,o,x,-,-,-,o,o,x,-,xwin
4183,o,x,-,-,-,o,o,-,x,draw
4184,o,x,-,-,o,x,x,-,o,owin
4185,o,x,-,-,o,x,x,o,-,owin
4186,o,x,-,-,o,x,x,o,o,owin
4187,o,x,-,-,o,x,-,x,o,owin
4188,o,x,-,-,o,x,-,-,-,owin
4189,o,x,-,-,o,x,-,-,o,owin
4190,o,x,-,-,o,x,-,o,x,draw
4191,o,x,-,-,o,x,-,o,-,draw
4192,o,x,-,-,o,x,o,x,-,owin
4193,o,x,-,-,o,x,o,x,o,owin
4194,o,x,-,-,o,x,o,-,x,owin
4195,o,x,-,-,o,x,o,-,-,owin
4196,o,x,-,-,o,x,o,o,x,xwin
4197,o,x,-,-,o,-,x,x,o,owin
4198,o,x,-,-,o,-,x,-,-,owin
4199,o,x,-,-,o,-,x,-,o,owin
4200,o,x,-,-,o,-,x,o,x,draw
4201,o,x,-,-,o,-,x,o,-,draw
4202,o,x,-,-,o,-,-,x,-,owin
4203,o,x,-,-,o,-,-,x,o,owin
4204,o,x,-,-,o,-,-,-,x,owin
4205,o,x,-,-,o,-,-,-,-,owin
4206,o,x,-,-,o,-,-,o,x,draw
4207,o,x,-,-,o,-,o,x,x,owin
4208,o,x,-,-,o,-,o,x,-,owin
4209,o,x,-,-,o,-,o,-,x,owin
4210,o,x,-,-,o,o,x,x,-,owin
4211,o,x,-,-,o,o,x,x,o,owin
4212,o,x,-,-,o,o,x,-,x,owin
4213,o,x,-,-,o,o,x,-,-,owin
4214,o,x,-,-,o,o,x,o,x,draw
4215,o,x,-,-,o,o,-,x,x,owin
4216,o,x,-,-,o,o,-,x,-,owin
4217,o,x,-,-,o,o,-,-,x,draw
4218,o,x,-,-,o,o,o,x,x,owin
4219,o,x,-,o,x,x,x,o,o,draw
4220,o,x,-,o,x,x,-,-,o,owin
4221,o,x,-,o,x,x,-,o,-,owin
4222,o,x,-,o,x,x,-,o,o,draw
4223,o,x,-,o,x,x,o,-,-,owin
4224,o,x,-,o,x,x,o,-,o,owin
4225,o,x,-,o,x,x,o,o,x,owin
4226,o,x,-,o,x,x,o,o,-,owin
4227,o,x,-,o,x,-,x,-,o,xwin
4228,o,x,-,o,x,-,x,o,-,draw
4229,o,x,-,o,x,-,x,o,o,xwin
4230,o,x,-,o,x,-,-,x,o,xwin
4231,o,x,-,o,x,-,-,-,-,owin
4232,o,x,-,o,x,-,-,-,o,xwin
4233,o,x,-,o,x,-,-,o,x,owin
4234,o,x,-,o,x,-,-,o,-,draw
4235,o,x,-,o,x,-,o,-,x,owin
4236,o,x,-,o,x,-,o,-,-,owin
4237,o,x,-,o,x,-,o,o,x,owin
4238,o,x,-,o,x,o,x,x,o,xwin
4239,o,x,-,o,x,o,x,-,-,xwin
4240,o,x,-,o,x,o,x,-,o,xwin
4241,o,x,-,o,x,o,x,o,x,draw
4242,o,x,-,o,x,o,x,o,-,xwin
4243,o,x,-,o,x,o,-,x,-,xwin
4244,o,x,-,o,x,o,-,x,o,xwin
4245,o,x,-,o,x,o,-,-,x,owin
4246,o,x,-,o,x,o,-,-,-,xwin
4247,o,x,-,o,x,o,-,o,x,draw
4248,o,x,-,o,x,o,o,-,x,owin
4249,o,x,-,o,-,x,x,-,o,owin
4250,o,x,-,o,-,x,x,o,-,draw
4251,o,x,-,o,-,x,x,o,o,draw
4252,o,x,-,o,-,x,-,x,o,owin
4253,o,x,-,o,-,x,-,-,-,owin
4254,o,x,-,o,-,x,-,-,o,owin
4255,o,x,-,o,-,x,-,o,x,owin
4256,o,x,-,o,-,x,-,o,-,draw
4257,o,x,-,o,-,x,o,x,-,owin
4258,o,x,-,o,-,x,o,x,o,owin
4259,o,x,-,o,-,x,o,-,x,owin
4260,o,x,-,o,-,x,o,-,-,owin
4261,o,x,-,o,-,x,o,o,x,owin
4262,o,x,-,o,-,-,x,x,o,owin
4263,o,x,-,o,-,-,x,-,-,owin
4264,o,x,-,o,-,-,x,-,o,xwin
4265,o,x,-,o,-,-,x,o,x,draw
4266,o,x,-,o,-,-,x,o,-,draw
4267,o,x,-,o,-,-,-,x,-,owin
4268,o,x,-,o,-,-,-,x,o,xwin
4269,o,x,-,o,-,-,-,-,x,owin
4270,o,x,-,o,-,-,-,-,-,owin
4271,o,x,-,o,-,-,-,o,x,draw
4272,o,x,-,o,-,-,o,x,x,owin
4273,o,x,-,o,-,-,o,x,-,owin
4274,o,x,-,o,-,-,o,-,x,owin
4275,o,x,-,o,-,o,x,x,-,owin
4276,o,x,-,o,-,o,x,x,o,xwin
4277,o,x,-,o,-,o,x,-,x,owin
4278,o,x,-,o,-,o,x,-,-,xwin
4279,o,x,-,o,-,o,x,o,x,draw
4280,o,x,-,o,-,o,-,x,x,owin
4281,o,x,-,o,-,o,-,x,-,xwin
4282,o,x,-,o,-,o,-,-,x,owin
4283,o,x,-,o,-,o,o,x,x,owin
4284,o,x,-,o,o,x,x,x,o,owin
4285,o,x,-,o,o,x,x,-,-,owin
4286,o,x,-,o,o,x,x,-,o,owin
4287,o,x,-,o,o,x,x,o,x,draw
4288,o,x,-,o,o,x,x,o,-,draw
4289,o,x,-,o,o,x,-,x,-,owin
4290,o,x,-,o,o,x,-,x,o,owin
4291,o,x,-,o,o,x,-,-,x,owin
4292,o,x,-,o,o,x,-,-,-,owin
4293,o,x,-,o,o,x,-,o,x,xwin
4294,o,x,-,o,o,x,o,x,x,owin
4295,o,x,-,o,o,x,o,x,-,owin
4296,o,x,-,o,o,x,o,-,x,owin
4297,o,x,-,o,o,-,x,x,-,owin
4298,o,x,-,o,o,-,x,x,o,owin
4299,o,x,-,o,o,-,x,-,x,owin
4300,o,x,-,o,o,-,x,-,-,owin
4301,o,x,-,o,o,-,x,o,x,draw
4302,o,x,-,o,o,-,-,x,x,owin
4303,o,x,-,o,o,-,-,x,-,owin
4304,o,x,-,o,o,-,-,-,x,owin
4305,o,x,-,o,o,-,o,x,x,owin
4306,o,x,-,o,o,o,x,x,-,owin
4307,o,x,-,o,o,o,x,-,x,owin
4308,o,x,-,o,o,o,-,x,x,owin
4309,o,x,o,x,x,x,-,o,o,xwin
4310,o,x,o,x,x,x,o,-,o,xwin
4311,o,x,o,x,x,x,o,o,-,xwin
4312,o,x,o,x,x,-,x,o,o,owin
4313,o,x,o,x,x,-,-,-,o,owin
4314,o,x,o,x,x,-,-,o,-,draw
4315,o,x,o,x,x,-,-,o,o,xwin
4316,o,x,o,x,x,-,o,x,o,xwin
4317,o,x,o,x,x,-,o,-,-,xwin
4318,o,x,o,x,x,-,o,-,o,xwin
4319,o,x,o,x,x,-,o,o,x,draw
4320,o,x,o,x,x,-,o,o,-,xwin
4321,o,x,o,x,x,o,x,-,o,owin
4322,o,x,o,x,x,o,x,o,-,owin
4323,o,x,o,x,x,o,x,o,o,owin
4324,o,x,o,x,x,o,-,-,-,owin
4325,o,x,o,x,x,o,-,-,o,owin
4326,o,x,o,x,x,o,-,o,x,draw
4327,o,x,o,x,x,o,-,o,-,draw
4328,o,x,o,x,x,o,o,x,-,xwin
4329,o,x,o,x,x,o,o,-,x,draw
4330,o,x,o,x,x,o,o,-,-,xwin
4331,o,x,o,x,x,o,o,o,x,draw
4332,o,x,o,x,-,x,x,o,o,owin
4333,o,x,o,x,-,x,-,-,o,owin
4334,o,x,o,x,-,x,-,o,-,owin
4335,o,x,o,x,-,x,-,o,o,xwin
4336,o,x,o,x,-,x,o,x,o,owin
4337,o,x,o,x,-,x,o,-,-,owin
4338,o,x,o,x,-,x,o,-,o,xwin
4339,o,x,o,x,-,x,o,o,x,owin
4340,o,x,o,x,-,x,o,o,-,xwin
4341,o,x,o,x,-,-,x,-,o,owin
4342,o,x,o,x,-,-,x,o,-,owin
4343,o,x,o,x,-,-,x,o,o,owin
4344,o,x,o,x,-,-,-,x,o,owin
4345,o,x,o,x,-,-,-,-,-,owin
4346,o,x,o,x,-,-,-,-,o,owin
4347,o,x,o,x,-,-,-,o,x,draw
4348,o,x,o,x,-,-,-,o,-,draw
4349,o,x,o,x,-,-,o,x,-,owin
4350,o,x,o,x,-,-,o,x,o,xwin
4351,o,x,o,x,-,-,o,-,x,owin
4352,o,x,o,x,-,-,o,-,-,xwin
4353,o,x,o,x,-,-,o,o,x,draw
4354,o,x,o,x,-,o,x,x,o,owin
4355,o,x,o,x,-,o,x,-,-,owin
4356,o,x,o,x,-,o,x,-,o,owin
4357,o,x,o,x,-,o,x,o,x,draw
4358,o,x,o,x,-,o,x,o,-,draw
4359,o,x,o,x,-,o,-,x,-,owin
4360,o,x,o,x,-,o,-,x,o,owin
4361,o,x,o,x,-,o,-,-,x,draw
4362,o,x,o,x,-,o,-,-,-,draw
4363,o,x,o,x,-,o,-,o,x,draw
4364,o,x,o,x,-,o,o,x,x,owin
4365,o,x,o,x,-,o,o,x,-,xwin
4366,o,x,o,x,-,o,o,-,x,draw
4367,o,x,o,x,o,x,x,-,o,owin
4368,o,x,o,x,o,x,x,o,-,owin
4369,o,x,o,x,o,x,x,o,o,owin
4370,o,x,o,x,o,x,-,x,o,owin
4371,o,x,o,x,o,x,-,-,-,owin
4372,o,x,o,x,o,x,-,-,o,owin
4373,o,x,o,x,o,x,-,o,x,owin
4374,o,x,o,x,o,x,-,o,-,owin
4375,o,x,o,x,o,x,o,x,-,owin
4376,o,x,o,x,o,x,o,x,o,owin
4377,o,x,o,x,o,x,o,-,x,owin
4378,o,x,o,x,o,x,o,-,-,owin
4379,o,x,o,x,o,x,o,o,x,owin
4380,o,x,o,x,o,-,x,x,o,owin
4381,o,x,o,x,o,-,x,-,-,owin
4382,o,x,o,x,o,-,x,-,o,owin
4383,o,x,o,x,o,-,x,o,x,draw
4384,o,x,o,x,o,-,x,o,-,draw
4385,o,x,o,x,o,-,-,x,-,owin
4386,o,x,o,x,o,-,-,x,o,owin
4387,o,x,o,x,o,-,-,-,x,owin
4388,o,x,o,x,o,-,-,-,-,owin
4389,o,x,o,x,o,-,-,o,x,draw
4390,o,x,o,x,o,-,o,x,x,owin
4391,o,x,o,x,o,-,o,x,-,owin
4392,o,x,o,x,o,-,o,-,x,owin
4393,o,x,o,x,o,o,x,x,-,owin
4394,o,x,o,x,o,o,x,x,o,owin
4395,o,x,o,x,o,o,x,-,x,draw
4396,o,x,o,x,o,o,x,-,-,draw
4397,o,x,o,x,o,o,x,o,x,draw
4398,o,x,o,x,o,o,-,x,x,owin
4399,o,x,o,x,o,o,-,x,-,owin
4400,o,x,o,x,o,o,-,-,x,draw
4401,o,x,o,x,o,o,o,x,x,owin
4402,o,x,o,-,x,x,x,o,o,draw
4403,o,x,o,-,x,x,-,-,o,xwin
4404,o,x,o,-,x,x,-,o,-,draw
4405,o,x,o,-,x,x,-,o,o,xwin
4406,o,x,o,-,x,x,o,x,o,xwin
4407,o,x,o,-,x,x,o,-,-,owin
4408,o,x,o,-,x,x,o,-,o,xwin
4409,o,x,o,-,x,x,o,o,x,owin
4410,o,x,o,-,x,x,o,o,-,xwin
4411,o,x,o,-,x,-,x,-,o,owin
4412,o,x,o,-,x,-,x,o,-,draw
4413,o,x,o,-,x,-,x,o,o,draw
4414,o,x,o,-,x,-,-,x,o,xwin
4415,o,x,o,-,x,-,-,-,-,draw
4416,o,x,o,-,x,-,-,-,o,xwin
4417,o,x,o,-,x,-,-,o,x,draw
4418,o,x,o,-,x,-,-,o,-,draw
4419,o,x,o,-,x,-,o,x,-,xwin
4420,o,x,o,-,x,-,o,x,o,xwin
4421,o,x,o,-,x,-,o,-,x,owin
4422,o,x,o,-,x,-,o,-,-,xwin
4423,o,x,o,-,x,-,o,o,x,draw
4424,o,x,o,-,x,o,x,-,-,owin
4425,o,x,o,-,x,o,x,-,o,owin
4426,o,x,o,-,x,o,x,o,x,draw
4427,o,x,o,-,x,o,x,o,-,draw
4428,o,x,o,-,x,o,-,x,-,xwin
4429,o,x,o,-,x,o,-,-,x,draw
4430,o,x,o,-,x,o,-,-,-,xwin
4431,o,x,o,-,x,o,-,o,x,draw
4432,o,x,o,-,x,o,o,x,x,xwin
4433,o,x,o,-,x,o,o,x,-,xwin
4434,o,x,o,-,x,o,o,-,x,xwin
4435,o,x,o,-,-,x,x,-,o,owin
4436,o,x,o,-,-,x,x,o,-,draw
4437,o,x,o,-,-,x,x,o,o,draw
4438,o,x,o,-,-,x,-,x,o,owin
4439,o,x,o,-,-,x,-,-,-,owin
4440,o,x,o,-,-,x,-,-,o,xwin
4441,o,x,o,-,-,x,-,o,x,owin
4442,o,x,o,-,-,x,-,o,-,draw
4443,o,x,o,-,-,x,o,x,-,owin
4444,o,x,o,-,-,x,o,x,o,xwin
4445,o,x,o,-,-,x,o,-,x,owin
4446,o,x,o,-,-,x,o,-,-,owin
4447,o,x,o,-,-,x,o,o,x,owin
4448,o,x,o,-,-,-,x,x,o,owin
4449,o,x,o,-,-,-,x,-,-,owin
4450,o,x,o,-,-,-,x,-,o,owin
4451,o,x,o,-,-,-,x,o,x,draw
4452,o,x,o,-,-,-,x,o,-,draw
4453,o,x,o,-,-,-,-,x,-,owin
4454,o,x,o,-,-,-,-,x,o,xwin
4455,o,x,o,-,-,-,-,-,x,owin
4456,o,x,o,-,-,-,-,-,-,draw
4457,o,x,o,-,-,-,-,o,x,draw
4458,o,x,o,-,-,-,o,x,x,owin
4459,o,x,o,-,-,-,o,x,-,xwin
4460,o,x,o,-,-,-,o,-,x,owin
4461,o,x,o,-,-,o,x,x,-,owin
4462,o,x,o,-,-,o,x,x,o,owin
4463,o,x,o,-,-,o,x,-,x,draw
4464,o,x,o,-,-,o,x,-,-,draw
4465,o,x,o,-,-,o,x,o,x,draw
4466,o,x,o,-,-,o,-,x,x,xwin
4467,o,x,o,-,-,o,-,x,-,xwin
4468,o,x,o,-,-,o,-,-,x,xwin
4469,o,x,o,-,-,o,o,x,x,xwin
4470,o,x,o,-,o,x,x,x,o,owin
4471,o,x,o,-,o,x,x,-,-,owin
4472,o,x,o,-,o,x,x,-,o,owin
4473,o,x,o,-,o,x,x,o,x,draw
4474,o,x,o,-,o,x,x,o,-,draw
4475,o,x,o,-,o,x,-,x,-,owin
4476,o,x,o,-,o,x,-,x,o,owin
4477,o,x,o,-,o,x,-,-,x,owin
4478,o,x,o,-,o,x,-,-,-,owin
4479,o,x,o,-,o,x,-,o,x,draw
4480,o,x,o,-,o,x,o,x,x,owin
4481,o,x,o,-,o,x,o,x,-,owin
4482,o,x,o,-,o,x,o,-,x,owin
4483,o,x,o,-,o,-,x,x,-,owin
4484,o,x,o,-,o,-,x,x,o,owin
4485,o,x,o,-,o,-,x,-,x,draw
4486,o,x,o,-,o,-,x,-,-,draw
4487,o,x,o,-,o,-,x,o,x,draw
4488,o,x,o,-,o,-,-,x,x,owin
4489,o,x,o,-,o,-,-,x,-,owin
4490,o,x,o,-,o,-,-,-,x,draw
4491,o,x,o,-,o,-,o,x,x,owin
4492,o,x,o,-,o,o,x,x,x,xwin
4493,o,x,o,-,o,o,x,x,-,xwin
4494,o,x,o,-,o,o,x,-,x,xwin
4495,o,x,o,-,o,o,-,x,x,xwin
4496,o,x,o,o,x,x,x,-,o,draw
4497,o,x,o,o,x,x,x,o,-,draw
4498,o,x,o,o,x,x,x,o,o,draw
4499,o,x,o,o,x,x,-,x,o,xwin
4500,o,x,o,o,x,x,-,-,-,owin
4501,o,x,o,o,x,x,-,-,o,xwin
4502,o,x,o,o,x,x,-,o,x,owin
4503,o,x,o,o,x,x,-,o,-,draw
4504,o,x,o,o,x,x,o,-,x,owin
4505,o,x,o,o,x,x,o,-,-,owin
4506,o,x,o,o,x,x,o,o,x,owin
4507,o,x,o,o,x,-,x,x,o,xwin
4508,o,x,o,o,x,-,x,-,-,draw
4509,o,x,o,o,x,-,x,-,o,xwin
4510,o,x,o,o,x,-,x,o,x,draw
4511,o,x,o,o,x,-,x,o,-,draw
4512,o,x,o,o,x,-,-,x,-,xwin
4513,o,x,o,o,x,-,-,x,o,xwin
4514,o,x,o,o,x,-,-,-,x,owin
4515,o,x,o,o,x,-,-,-,-,xwin
4516,o,x,o,o,x,-,-,o,x,draw
4517,o,x,o,o,x,-,o,-,x,owin
4518,o,x,o,o,x,o,x,x,-,xwin
4519,o,x,o,o,x,o,x,-,x,draw
4520,o,x,o,o,x,o,x,-,-,xwin
4521,o,x,o,o,x,o,x,o,x,draw
4522,o,x,o,o,x,o,-,x,x,xwin
4523,o,x,o,o,x,o,-,x,-,xwin
4524,o,x,o,o,x,o,-,-,x,xwin
4525,o,x,o,o,-,x,x,x,o,owin
4526,o,x,o,o,-,x,x,-,-,draw
4527,o,x,o,o,-,x,x,-,o,draw
4528,o,x,o,o,-,x,x,o,x,draw
4529,o,x,o,o,-,x,x,o,-,draw
4530,o,x,o,o,-,x,-,x,-,owin
4531,o,x,o,o,-,x,-,x,o,xwin
4532,o,x,o,o,-,x,-,-,x,owin
4533,o,x,o,o,-,x,-,-,-,draw
4534,o,x,o,o,-,x,-,o,x,draw
4535,o,x,o,o,-,x,o,x,x,owin
4536,o,x,o,o,-,x,o,x,-,owin
4537,o,x,o,o,-,x,o,-,x,owin
4538,o,x,o,o,-,-,x,x,-,xwin
4539,o,x,o,o,-,-,x,x,o,xwin
4540,o,x,o,o,-,-,x,-,x,draw
4541,o,x,o,o,-,-,x,-,-,xwin
4542,o,x,o,o,-,-,x,o,x,draw
4543,o,x,o,o,-,-,-,x,x,owin
4544,o,x,o,o,-,-,-,x,-,xwin
4545,o,x,o,o,-,-,-,-,x,draw
4546,o,x,o,o,-,-,o,x,x,owin
4547,o,x,o,o,-,o,x,x,x,xwin
4548,o,x,o,o,-,o,x,x,-,xwin
4549,o,x,o,o,-,o,x,-,x,xwin
4550,o,x,o,o,-,o,-,x,x,xwin
4551,o,x,o,o,o,x,x,x,-,owin
4552,o,x,o,o,o,x,x,x,o,owin
4553,o,x,o,o,o,x,x,-,x,draw
4554,o,x,o,o,o,x,x,-,-,draw
4555,o,x,o,o,o,x,x,o,x,draw
4556,o,x,o,o,o,x,-,x,x,owin
4557,o,x,o,o,o,x,-,x,-,owin
4558,o,x,o,o,o,x,-,-,x,draw
4559,o,x,o,o,o,x,o,x,x,owin
4560,o,x,o,o,o,-,x,x,x,xwin
4561,o,x,o,o,o,-,x,x,-,xwin
4562,o,x,o,o,o,-,x,-,x,xwin
4563,o,x,o,o,o,-,-,x,x,xwin
4564,o,-,x,x,x,-,-,o,o,owin
4565,o,-,x,x,x,-,o,-,o,owin
4566,o,-,x,x,x,-,o,o,-,owin
4567,o,-,x,x,x,-,o,o,o,owin
4568,o,-,x,x,x,o,x,o,o,xwin
4569,o,-,x,x,x,o,-,-,o,draw
4570,o,-,x,x,x,o,-,o,-,draw
4571,o,-,x,x,x,o,-,o,o,xwin
4572,o,-,x,x,x,o,o,x,o,draw
4573,o,-,x,x,x,o,o,-,-,draw
4574,o,-,x,x,x,o,o,-,o,draw
4575,o,-,x,x,x,o,o,o,x,draw
4576,o,-,x,x,x,o,o,o,-,draw
4577,o,-,x,x,-,x,-,o,o,owin
4578,o,-,x,x,-,x,o,-,o,owin
4579,o,-,x,x,-,x,o,o,-,owin
4580,o,-,x,x,-,x,o,o,o,owin
4581,o,-,x,x,-,-,x,o,o,owin
4582,o,-,x,x,-,-,-,-,o,owin
4583,o,-,x,x,-,-,-,o,-,owin
4584,o,-,x,x,-,-,-,o,o,owin
4585,o,-,x,x,-,-,o,x,o,owin
4586,o,-,x,x,-,-,o,-,-,owin
4587,o,-,x,x,-,-,o,-,o,owin
4588,o,-,x,x,-,-,o,o,x,draw
4589,o,-,x,x,-,-,o,o,-,draw
4590,o,-,x,x,-,o,x,-,o,owin
4591,o,-,x,x,-,o,x,o,-,owin
4592,o,-,x,x,-,o,x,o,o,xwin
4593,o,-,x,x,-,o,-,x,o,owin
4594,o,-,x,x,-,o,-,-,-,draw
4595,o,-,x,x,-,o,-,-,o,draw
4596,o,-,x,x,-,o,-,o,x,draw
4597,o,-,x,x,-,o,-,o,-,draw
4598,o,-,x,x,-,o,o,x,-,draw
4599,o,-,x,x,-,o,o,x,o,draw
4600,o,-,x,x,-,o,o,-,x,draw
4601,o,-,x,x,-,o,o,-,-,draw
4602,o,-,x,x,-,o,o,o,x,draw
4603,o,-,x,x,o,x,x,o,o,owin
4604,o,-,x,x,o,x,-,-,o,owin
4605,o,-,x,x,o,x,-,o,-,owin
4606,o,-,x,x,o,x,-,o,o,owin
4607,o,-,x,x,o,x,o,x,o,owin
4608,o,-,x,x,o,x,o,-,-,owin
4609,o,-,x,x,o,x,o,-,o,owin
4610,o,-,x,x,o,x,o,o,x,xwin
4611,o,-,x,x,o,x,o,o,-,xwin
4612,o,-,x,x,o,-,x,-,o,owin
4613,o,-,x,x,o,-,x,o,-,owin
4614,o,-,x,x,o,-,x,o,o,owin
4615,o,-,x,x,o,-,-,x,o,owin
4616,o,-,x,x,o,-,-,-,-,owin
4617,o,-,x,x,o,-,-,-,o,owin
4618,o,-,x,x,o,-,-,o,x,owin
4619,o,-,x,x,o,-,-,o,-,owin
4620,o,-,x,x,o,-,o,x,-,owin
4621,o,-,x,x,o,-,o,x,o,owin
4622,o,-,x,x,o,-,o,-,x,draw
4623,o,-,x,x,o,-,o,-,-,draw
4624,o,-,x,x,o,-,o,o,x,xwin
4625,o,-,x,x,o,o,x,x,o,owin
4626,o,-,x,x,o,o,x,-,-,owin
4627,o,-,x,x,o,o,x,-,o,owin
4628,o,-,x,x,o,o,x,o,x,owin
4629,o,-,x,x,o,o,x,o,-,owin
4630,o,-,x,x,o,o,-,x,-,owin
4631,o,-,x,x,o,o,-,x,o,owin
4632,o,-,x,x,o,o,-,-,x,draw
4633,o,-,x,x,o,o,-,-,-,draw
4634,o,-,x,x,o,o,-,o,x,draw
4635,o,-,x,x,o,o,o,x,x,draw
4636,o,-,x,x,o,o,o,x,-,draw
4637,o,-,x,x,o,o,o,-,x,draw
4638,o,-,x,-,x,x,-,o,o,owin
4639,o,-,x,-,x,x,o,-,o,owin
4640,o,-,x,-,x,x,o,o,-,owin
4641,o,-,x,-,x,x,o,o,o,owin
4642,o,-,x,-,x,-,x,o,o,xwin
4643,o,-,x,-,x,-,-,-,o,owin
4644,o,-,x,-,x,-,-,o,-,owin
